1,37.7842,-122.411
2,37.7278,-122.372
3,37.7831,-122.412
4,37.7324,-122.385
5,37.731,-122.382
6,37.7848,-122.413
7,37.7854,-122.409
8,37.7834,-122.412
9,37.7959,-122.423
10,37.7318,-122.381
11,37.788141,-122.416233
12,37.759638,-122.462741
13,37.787612,-122.391611
14,37.745676,-122.440097
15,37.777117,-122.39298
16,37.79000092,-122.4011383
17,37.79796982,-122.4174728
18,37.743,-122.4149333
19,37.7816925,-122.414505
20,37.78805556,-122.3905556
21,37.6536,-122.3855
22,37.78944444,-122.4081
23,37.80638889,-122.4181
24,37.65083333,-122.4056
25,37.78527778,-122.4003
26,37.72802778,-122.4774
27,37.784346,-122.4064
28,37.728591,-122.475785
29,37.80477778,-122.4725556
30,37.75630556,-122.3888333
31,37.66508333,-122.4217222
32,37.72783333,-122.5034167
33,37.75080556,-122.4023333
34,37.735,-122.4077778
35,37.63680556,-122.4405556
36,37.75969444,-122.40575
37,37.76913889,-122.3943333
38,37.79505556,-122.4482222
39,37.71119444,-122.4563333
40,37.78025,-122.4058889
41,37.75527778,-122.4527778
42,37.80467222,-122.4277694
43,37.78968333,-122.4509528
44,37.79133889,-122.4141722
45,37.751,-122.4036
46,37.651686,-122.408822
47,37.786792,-122.402647
48,37.784642,-122.408653
49,37.783311,-122.397589
50,37.77275,-122.412869
51,37.656517,-122.415997
52,37.749411,-122.402142
53,37.663772,-122.446297
54,37.6518,-122.3883
55,37.6517,-122.3889
56,37.6493,-122.3957
57,37.6469,-122.3995
58,37.798611,-122.399167
59,37.798333,-122.398333
60,37.7975,-122.398333
61,37.791886,-122.400292
62,37.7898,-122.4005
63,37.7902,-122.4001
64,37.7947,-122.4014
65,37.657231,-122.392661
66,37.776794,-122.417261
67,37.753542,-122.418339
68,37.790001,-122.410004
69,37.790001,-122.400002
70,37.79992222,-122.4687639
71,37.72705556,-122.5035
72,37.64519411,-122.4302216
